step,train_loss,val_loss,perplexity,lr
16500,4.078946785926819,4.180239586830139,65.38151588779108,0.0005605855194593739
17000,4.06907205581665,4.119135313034057,61.506035796793824,0.000558070618880818
17500,4.078726539611816,4.1470868158340455,63.24947428250563,0.0005554846758722375
18000,4.08791443824768,4.125433406829834,61.89462899295384,0.0005528284959371039
18500,4.060454587936402,4.133319082260132,62.384639440517994,0.0005501029064572081
19000,4.043380088806153,4.123789300918579,61.792951274923865,0.0005473087564349378
19500,4.053661103248596,4.113457055091858,61.157778344087866,0.0005444469162288179
20000,4.008045420646668,4.128670268058777,62.09529791133662,0.0005415182772824001
20500,4.055105352401734,4.107389988899231,60.78785336905757,0.0005385237518465849
21000,4.012105922698975,4.090920953750611,59.794934723618404,0.0005354642726954612
21500,3.959691252708435,4.099719910621643,60.323389290347585,0.0005323407928357537
22000,4.048001298904419,4.0918760061264035,59.85206929699877,0.0005291542852099678
22500,3.989319152832031,4.046274771690369,57.18403618109173,0.0005259057423933252
23000,4.026531400680542,4.05040491104126,57.420702615420495,0.0005225961762845826
23500,3.994704051017761,4.0930983400344845,59.925273241486586,0.0005192266177908328
24000,4.005538077354431,4.061262588500977,58.04755500621978,0.0005157981165063844
24500,4.037293438911438,4.034026050567627,56.48787710221881,0.0005123117403858201
25000,3.958389329910278,4.0537184047698975,57.611281319734026,0.000508768575411336
25500,3.9602539253234865,4.05540205001831,57.7083599798633,0.000505169725254466
26000,3.9615765810012817,4.02239956855774,55.83492493882567,0.0005015163109322953
26500,3.954363384246826,4.020483522415161,55.72804507235183,0.000497809470458272
27000,3.9615621185302734,3.986957173347473,53.89065969319521,0.0004940503584877226
27500,3.9319384860992432,4.035708370208741,56.58298774817471,0.0004902401459581862
28000,3.927468466758728,4.013419818878174,55.335785716175714,0.00048638001972467395
28500,3.9095335626602172,3.964645380973816,52.701577093574,0.00048247118218997334
29000,3.961862115859985,4.012198052406311,55.268219591910864,0.00047851485093010706
29500,3.9206824827194215,3.989498538970947,54.02778973815196,0.0004745122583150667
30000,3.881520833969116,3.992235631942749,54.17587138589658,0.00047046465112493807
30500,3.9738229084014893,3.9701217460632323,52.99098189040515,0.0004663732901615377
31000,3.868642225265503,3.9853451824188233,53.803858418860436,0.0004622394498556816
31500,3.955496516227722,3.950632619857788,51.968232573876136,0.000458064417870209
32000,3.8998006868362425,3.9647731590270996,52.70831162875373,0.0004538494946988843
32500,3.91721378326416,3.971459107398987,53.061897389983095,0.0004495959932613021
33000,3.911000633239746,3.979108142852783,53.469325955661425,0.00044530523849392145
33500,3.8604928922653197,3.9688065099716185,52.92133205152406,0.0004409785669373578
34000,3.8812396478652955,3.9429790449142454,51.57200801251815,0.00043661732632005955
34500,3.9047665977478028,3.941539831161499,51.497838255199696,0.00043222287513849987
35000,3.930432524681091,3.954226784706116,52.15535103448639,0.0004277965822340142
35500,3.8571516704559325,3.9402523851394653,51.431580229162726,0.0004233398263664161
36000,3.8604014492034913,3.915494232177734,50.17386292171287,0.0004188539957845226
36500,3.8073291110992433,3.957314534187317,52.3166425783767,0.00041434048779372443
37000,3.8419311809539796,3.9473067808151243,51.79568169428151,0.0004098007083207347
37500,3.847776231765747,3.9228230905532837,50.54293082847861,0.0004052360714756528
38000,3.8775288009643556,3.942830696105957,51.5643579340425,0.00040064799911147895
38500,3.7962565803527832,3.9356919050216677,51.19756155445014,0.000396037920381216
39000,3.8929363298416138,3.9448258829116822,51.66734116186415,0.00039140727129269873
39500,3.8182541227340696,3.902506709098816,49.52644201635896,0.00038675749426128717
40000,3.8439021730422973,3.908891825675964,49.84368586393219,0.0003820900376605641
40500,3.8165279912948606,3.9055385875701902,49.67682803053225,0.00037740635537117655
41000,3.8381773853302,3.8918216609954834,49.00006678140349,0.000372707906327962
41500,3.836488995552063,3.9099964237213136,49.89877352116854,0.00036799615406550037
42000,3.8114519929885864,3.9010167598724363,49.45270507817937,0.00036327256626223273
42500,3.7977469253540037,3.8902633714675905,48.92376995218605,0.0003585386142832901
43000,3.812324948310852,3.886587529182434,48.74426400973428,0.00035379577272217245
43500,3.7656178426742555,3.873135514259338,48.09294603409068,0.0003490455189414239
44000,3.8088537645339966,3.8874262142181397,48.78516224250635,0.000344289332612444
44500,3.8161012315750122,3.8801488494873047,48.43142352740586,0.00033952869525458016
45000,3.769294400215149,3.8777640581130983,48.31606229724429,0.0003347650897736447
45500,3.8374100971221923,3.860798749923706,47.50327946015159,0.00032999999999999994
46000,3.7439655542373655,3.8632759046554566,47.62109830114209,0.0003252349102263552
46500,3.805679211616516,3.8690342617034914,47.89610863210397,0.0003204713047454198
47000,3.7677673292160034,3.868733115196228,47.88168705789024,0.0003157106673875559
47500,3.763295178413391,3.8822306108474733,48.53235121074941,0.00031095448105857595
48000,3.7855990314483643,3.8691023921966554,47.899371928769455,0.00030620422727782755
48500,3.795407147407532,3.8499637746810915,46.99136092371074,0.0003014613857167099
49000,3.7675599670410156,3.8720164680480957,48.0391579063571,0.00029672743373776716
49500,3.772063364982605,3.846086039543152,46.80949371659912,0.0002920038459344995
50000,3.798493947982788,3.8738114547729494,48.1254649939371,0.00028729209367203787
50500,3.754101581573486,3.8425512647628786,46.64432478819069,0.0002825936446288234
51000,3.726364450454712,3.7989171886444093,44.65280773929914,0.0002779099623394358
51500,3.700428285598755,3.8130418634414673,45.28798943463276,0.0002732425057387128
52000,3.7367172193527223,3.8478566122055056,46.89244674202091,0.00026859272870730127
52500,3.751635718345642,3.832045750617981,46.15686715409801,0.00026396207961878397
53000,3.721399621963501,3.8172909879684447,45.4808331596676,0.00025935200088852105
53500,3.703325796127319,3.8246898651123047,45.818588219894224,0.0002547639285243471
54000,3.753902163505554,3.8141741943359375,45.33929946870406,0.00025019929167926526
54500,3.730358991622925,3.8142393589019776,45.34225408074546,0.0002456595122062755
55000,3.731970567703247,3.8097836446762083,45.140671385159834,0.00024114600421547725
55500,3.712538523674011,3.785355076789856,44.05130937961792,0.00023666017363358372
56000,3.709381113052368,3.7809241437911987,43.856552774628234,0.00023220341776598576
56500,3.7281281661987307,3.7872141218185424,44.133278916249466,0.00022777712486150012
57000,3.6953254079818727,3.7789919900894167,43.77189698417333,0.00022338267367994036
57500,3.713060040473938,3.7897728872299195,44.24635022361371,0.00021902143306264208
58000,3.692921590805054,3.774938678741455,43.59483494361226,0.0002146947615060784
58500,3.704917140007019,3.7735319089889527,43.533550165341325,0.00021040400673869776
59000,3.690816116333008,3.7586970567703246,42.892503058015784,0.00020615050530111548
59500,3.708544888496399,3.778355164527893,43.74403079518991,0.0002019355821297908
60000,3.7008582878112795,3.765560941696167,43.18792497435843,0.00019776055014431834
60500,3.6754309797286986,3.7668755626678467,43.24473806190906,0.0001936267098384622
61000,3.6907537174224854,3.777162666320801,43.69189720767854,0.0001895353488750618
61500,3.6955256414413453,3.754616370201111,42.71782883463523,0.00018548774168493316
62000,3.683348956108093,3.7870516777038574,44.126110307092716,0.0001814851490698928
62500,3.712853498458862,3.765794792175293,43.19802567228663,0.00017752881781002653
63000,3.658713517189026,3.7491249465942382,42.48389005728326,0.00017361998027532588
63500,3.664268374443054,3.7388993310928345,42.051679707084,0.00016975985404181374
64000,3.641597409248352,3.7266626262664797,41.54024125748164,0.0001659496415122773
64500,3.649245457649231,3.7535777854919434,42.67348578179297,0.00016219052954172798
65000,3.628565163612366,3.714121627807617,41.02253819772684,0.00015848368906770457
65500,3.6622902059555056,3.7445207023620606,42.2887334705822,0.00015483027474553395
66000,3.6770557880401613,3.718601703643799,41.20673457863802,0.00015123142458866386
66500,3.6212574291229247,3.729511375427246,41.65874770232593,0.00014768825961417975
67000,3.615452518463135,3.6790756130218507,39.609762395692336,0.0001442018834936154
67500,3.6152227544784545,3.721063995361328,41.30832259824073,0.00014077338220916706
68000,3.655269284248352,3.727697982788086,41.58327248966612,0.0001374038237154174
68500,3.6407158756256104,3.7184695959091187,41.20129120984275,0.00013409425760667467
69000,3.6711547327041627,3.687680525779724,39.952071603728804,0.000130845714790032
69500,3.6220296525955202,3.7127213001251222,40.96513340402373,0.00012765920716424623
70000,3.6438542366027833,3.7137131309509277,41.005784042062594,0.0001245357273045387
70500,3.664601836204529,3.734252243041992,41.85671520825745,0.00012147624815341501
71000,3.6287997579574585,3.6832061529159548,39.77371046338279,0.0001184817227175998
71500,3.6234070301055907,3.7076879262924196,40.75945862674391,0.00011555308377118203
72000,3.590628409385681,3.6632715368270876,38.98868737822796,0.00011269124356506209
72500,3.581571650505066,3.6897237968444823,40.03378797152858,0.00010989709354279181
73000,3.618549933433533,3.714149842262268,41.02369564259874,0.00010717150406289614
73500,3.6452193546295164,3.696507649421692,40.30629456443412,0.0001045153241277624
74000,3.608142890930176,3.7314730644226075,41.74054941778402,0.00010192938111918187
74500,3.5863258981704713,3.703542513847351,40.59084359059589,9.94144805406259e-05
75000,3.646991786956787,3.6730773305892943,39.37288299875014,9.697140576633728e-05
75500,3.6232211446762084,3.6706537675857542,39.277575874232255,9.460091779731456e-05
76000,3.602893886566162,3.652252268791199,38.56141899743253,9.23037550242654e-05
76500,3.61790545463562,3.705596785545349,40.674313917793356,9.008063299760278e-05
77000,3.6366876935958863,3.6399178886413575,38.08870908134161,8.793224420455633e-05
77500,3.5745036745071412,3.661567597389221,38.922309584104305,8.585925785346711e-05
78000,3.5777095556259155,3.6532916593551636,38.601520209271925,8.386231966533373e-05
78500,3.5818492460250853,3.667327404022217,39.147141433433866,8.194205167267487e-05
79000,3.562606315612793,3.6551186561584474,38.67210952688987,8.009905202577032e-05
79500,3.559598140716553,3.664367151260376,39.03142735584738,7.833389480634131e-05
80000,3.581360158920288,3.660031976699829,38.86258554869667,7.664712984872804e-05
80500,3.5971598529815676,3.657909049987793,38.7801706390955,7.503928256861995e-05
81000,3.554633631706238,3.6625537300109863,38.960711074668936,7.351085379939248e-05
81500,3.5657294368743897,3.617892708778381,37.25896953696953,7.20623196361008e-05
82000,3.5525747776031493,3.6535996770858765,38.613411993274994,7.06941312871796e-05
82500,3.5015408611297607,3.6543353462219237,38.64182914024327,6.94067149338946e-05
83000,3.5347884607315065,3.65969003200531,38.84929896552077,6.820047159759018e-05
83500,3.5732267618179323,3.6190716218948364,37.30292052697118,6.707577701477388e-05
84000,3.5623209285736084,3.6643622493743897,39.03123602870952,6.603298152007711e-05
84500,3.5075657606124877,3.6370593881607056,37.97998795185588,6.507240993712829e-05
85000,3.5343176126480103,3.6417017078399656,38.156713087244306,6.419436147737249e-05
85500,3.563042459487915,3.62862060546875,37.6608316263308,6.339910964686931e-05
86000,3.560181751251221,3.652907772064209,38.58670442023056,6.268690216109734e-05
86500,3.5269395875930787,3.675415654182434,39.465057264627475,6.205796086779267e-05
87000,3.562774591445923,3.6726846885681153,39.35742658500721,6.151248167784487e-05
87500,3.5437159824371336,3.619475679397583,37.31799609737802,6.105063450427194e-05
88000,3.5437605714797975,3.646345558166504,38.334319220746636,6.0672563209293775e-05
88500,3.527451777458191,3.6058263206481933,36.81208988292404,6.0378385559519834e-05
89000,3.5022778272628785,3.6226403284072877,37.43628152398177,6.016819318926588e-05
89500,3.542736096382141,3.650341467857361,38.48780615414466,6.004205157201038e-05
89999,3.5162018823623655,3.623257837295532,37.459405899584574,6.000000016821065e-05
